Name of College,Branch,Category,Exam name,Marks
"Sanjivani College of Engineering, Kopargaon",Civil Engineering,OBC,MHT-CET,70.84
"Sanjivani College of Engineering, Kopargaon",Civil Engineering,SC,MHT-CET,66.73
"Sanjivani College of Engineering, Kopargaon",Civil Engineering,ST,MHT-CET,60.29
"Sanjivani College of Engineering, Kopargaon",Electrical Engineering,General,MHT-CET,74.33
"Sanjivani College of Engineering, Kopargaon",Electrical Engineering,EWS,MHT-CET,72.18
"Sanjivani College of Engineering, Kopargaon",Electrical Engineering,OBC,MHT-CET,70.23
"Sanjivani College of Engineering, Kopargaon",Electrical Engineering,SC,MHT-CET,65.4
"Sanjivani College of Engineering, Kopargaon",Electrical Engineering,ST,MHT-CET,60.85
"Sanjivani College of Engineering, Kopargaon",Information Technology,General,MHT-CET,75.41
"Sanjivani College of Engineering, Kopargaon",Information Technology,EWS,MHT-CET,73.5
"Sanjivani College of Engineering, Kopargaon",Information Technology,OBC,MHT-CET,71.65
"Sanjivani College of Engineering, Kopargaon",Information Technology,SC,MHT-CET,67.24
"Sanjivani College of Engineering, Kopargaon",Information Technology,ST,MHT-CET,62.51
"Sanjivani College of Engineering, Kopargaon",Artificial Intelligence & Data Science,General,MHT-CET,75.41
"Sanjivani College of Engineering, Kopargaon",Artificial Intelligence & Data Science,EWS,MHT-CET,73
"Sanjivani College of Engineering, Kopargaon",Artificial Intelligence & Data Science,OBC,MHT-CET,71.5
"Sanjivani College of Engineering, Kopargaon",Artificial Intelligence & Data Science,SC,MHT-CET,66.84
"Sanjivani College of Engineering, Kopargaon",Artificial Intelligence & Data Science,ST,MHT-CET,61.12
"Indira College of Engineering and Management, Pune",Computer Engineering,General,MHT-CET,81.37
"Indira College of Engineering and Management, Pune",Computer Engineering,OBC,MHT-CET,76.89
"Indira College of Engineering and Management, Pune",Computer Engineering,EWS,MHT-CET,80.59
"Indira College of Engineering and Management, Pune",Computer Engineering,SC,MHT-CET,75.22
"Indira College of Engineering and Management, Pune",Computer Engineering,ST,MHT-CET,70.89
"Indira College of Engineering and Management, Pune",Artificial Intelligence & Data Science,General,MHT-CET,78.56
"Indira College of Engineering and Management, Pune",Artificial Intelligence & Data Science,OBC,MHT-CET,84.61
"Indira College of Engineering and Management, Pune",Artificial Intelligence & Data Science,EWS,MHT-CET,75.22
"Indira College of Engineering and Management, Pune",Artificial Intelligence & Data Science,SC,MHT-CET,70.89
"Indira College of Engineering and Management, Pune",Artificial Intelligence & Data Science,ST,MHT-CET,67.4
"Indira College of Engineering and Management, Pune",Mechanical Engineering,General,MHT-CET,74.33
"Indira College of Engineering and Management, Pune",Mechanical Engineering,OBC,MHT-CET,72.18
"Indira College of Engineering and Management, Pune",Mechanical Engineering,EWS,MHT-CET,70.23
"Indira College of Engineering and Management, Pune",Mechanical Engineering,SC,MHT-CET,65.4
"Indira College of Engineering and Management, Pune",Mechanical Engineering,ST,MHT-CET,62.51
"Indira College of Engineering and Management, Pune",Civil Engineering,General,MHT-CET,74.33
"Indira College of Engineering and Management, Pune",Civil Engineering,OBC,MHT-CET,72.18
"Indira College of Engineering and Management, Pune",Civil Engineering,EWS,MHT-CET,70.23
"Indira College of Engineering and Management, Pune",Civil Engineering,SC,MHT-CET,65.4
"Indira College of Engineering and Management, Pune",Civil Engineering,ST,MHT-CET,62.51
"Indira College of Engineering and Management, Pune",Electrical Engineering,General,MHT-CET,74.33
"Indira College of Engineering and Management, Pune",Electrical Engineering,OBC,MHT-CET,72.18
"Indira College of Engineering and Management, Pune",Electrical Engineering,EWS,MHT-CET,70.23
"Indira College of Engineering and Management, Pune",Electrical Engineering,SC,MHT-CET,65.4
"Indira College of Engineering and Management, Pune",Electrical Engineering,ST,MHT-CET,62.51
"Indira College of Engineering and Management, Pune",Information Technology,General,MHT-CET,75.41
"Indira College of Engineering and Management, Pune",Information Technology,OBC,MHT-CET,73.5
"Indira College of Engineering and Management, Pune",Information Technology,EWS,MHT-CET,71.65
"Indira College of Engineering and Management, Pune",Information Technology,SC,MHT-CET,67.24
"Indira College of Engineering and Management, Pune",Information Technology,ST,MHT-CET,63.08
"Indira College of Engineering and Management, Pune",Artificial Intelligence & Data Science,General,MHT-CET,75.41
"Indira College of Engineering and Management, Pune",Artificial Intelligence & Data Science,OBC,MHT-CET,73
"Indira College of Engineering and Management, Pune",Artificial Intelligence & Data Science,EWS,MHT-CET,71.5
"Indira College of Engineering and Management, Pune",Artificial Intelligence & Data Science,SC,MHT-CET,66.84
"Indira College of Engineering and Management, Pune",Artificial Intelligence & Data Science,ST,MHT-CET,62.51
"Nutan College of Engineering and Research, Pune",Computer Science Engineering,General,MHT-CET,77.02
"Nutan College of Engineering and Research, Pune",Computer Science Engineering,OBC,MHT-CET,73.64
"Nutan College of Engineering and Research, Pune",Computer Science Engineering,SC,MHT-CET,59.52
"Nutan College of Engineering and Research, Pune",Computer Science Engineering,ST,MHT-CET,25.27
"Nutan College of Engineering and Research, Pune",Artificial Intelligence,General,MHT-CET,82.46
"Nutan College of Engineering and Research, Pune",Artificial Intelligence,OBC,MHT-CET,75.84
"Nutan College of Engineering and Research, Pune",Artificial Intelligence,SC,MHT-CET,67.77
"Nutan College of Engineering and Research, Pune",Artificial Intelligence,ST,MHT-CET,67.77
"Nutan College of Engineering and Research, Pune",Electronics & Communication Engg,General,MHT-CET,73.64
"Nutan College of Engineering and Research, Pune",Electronics & Communication Engg,OBC,MHT-CET,59.52
"Nutan College of Engineering and Research, Pune",Electronics & Communication Engg,SC,MHT-CET,25.27
"Nutan College of Engineering and Research, Pune",Electronics & Communication Engg,ST,MHT-CET,25.27
"Nutan College of Engineering and Research, Pune",Mechanical Engineering,General,MHT-CET,10.6
"Nutan College of Engineering and Research, Pune",Mechanical Engineering,OBC,MHT-CET,0.25
"Nutan College of Engineering and Research, Pune",Mechanical Engineering,SC,MHT-CET,28.77
"Nutan College of Engineering and Research, Pune",Mechanical Engineering,ST,MHT-CET,0.25
"Priyadarshini College of Engineering, Nagpur",Computer Science & Engineering,General,MHT-CET,83.38
"Priyadarshini College of Engineering, Nagpur",Computer Science & Engineering,OBC,MHT-CET,78.56
"Priyadarshini College of Engineering, Nagpur",Computer Science & Engineering,SC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Computer Science & Engineering,ST,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Civil Engineering,General,MHT-CET,45.99
"Priyadarshini College of Engineering, Nagpur",Civil Engineering,OBC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Civil Engineering,SC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Civil Engineering,ST,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Electrical Engineering,General,MHT-CET,59.68
"Priyadarshini College of Engineering, Nagpur",Electrical Engineering,OBC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Electrical Engineering,SC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Electrical Engineering,ST,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Mechanical Engineering,General,MHT-CET,66.02
"Priyadarshini College of Engineering, Nagpur",Mechanical Engineering,OBC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Mechanical Engineering,SC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Mechanical Engineering,ST,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Chemical Engineering,General,MHT-CET,63.78
"Priyadarshini College of Engineering, Nagpur",Chemical Engineering,OBC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Chemical Engineering,SC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Chemical Engineering,ST,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Biotechnology,General,MHT-CET,66.21
"Priyadarshini College of Engineering, Nagpur",Biotechnology,OBC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Biotechnology,SC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Biotechnology,ST,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Artificial Intelligence & DS,General,MHT-CET,78.56
"Priyadarshini College of Engineering, Nagpur",Artificial Intelligence & DS,OBC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Artificial Intelligence & DS,SC,MHT-CET,72.18
"Priyadarshini College of Engineering, Nagpur",Artificial Intelligence & DS,ST,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science Engineering,General,MHT-CET,73.43
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science Engineering,OBC,MHT-CET,84.22
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science Engineering,SC,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science Engineering,ST,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,General,MHT-CET,10.31
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,OBC,MHT-CET,39.15
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,SC,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,ST,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,General,MHT-CET,50.63
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,OBC,MHT-CET,57.92
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,SC,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,ST,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics & Computer Engineering,General,MHT-CET,34.81
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics & Computer Engineering,OBC,MHT-CET,67.44
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics & Computer Engineering,SC,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics & Computer Engineering,ST,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,General,MHT-CET,6.89
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,OBC,MHT-CET,42.3
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,SC,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,ST,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Chemical Engineering,General,MHT-CET,63.78
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Chemical Engineering,OBC,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Chemical Engineering,SC,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Chemical Engineering,ST,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Biotechnology,General,MHT-CET,66.21
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Biotechnology,OBC,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Biotechnology,SC,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Biotechnology,ST,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence & Data Science,General,MHT-CET,63.08
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence & Data Science,OBC,MHT-CET,80.99
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence & Data Science,SC,MHT-CET,72.18
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence & Data Science,ST,MHT-CET,72.18
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,General,MHT-CET,65.55
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,OBC,MHT-CET,41.84
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,SC,MHT-CET,8.06
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,ST,MHT-CET,45.34
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,NT2O,MHT-CET,43.12
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,NT3O,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,NT1O,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,TFWS,MHT-CET,52.99
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,PWDOPENH,MHT-CET,45.58
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,ORPHAN,MHT-CET,55.88
"Godavari College of Engineering, Jalgaon",Computer Science Engineering,AI,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,General,MHT-CET,60.5
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,OBC,MHT-CET,41.84
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,SC,MHT-CET,23.99
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,ST,MHT-CET,43.53
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,NT2O,MHT-CET,11.39
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,NT3O,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,NT1O,MHT-CET,20.94
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,TFWS,MHT-CET,64.65
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,PWDOPENH,MHT-CET,40.11
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,ORPHAN,MHT-CET,55.88
"Godavari College of Engineering, Jalgaon",Artificial Intelligence and Data Science,AI,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,General,MHT-CET,54.36
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,OBC,MHT-CET,30.46
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,SC,MHT-CET,22.06
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,ST,MHT-CET,28.09
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,NT2O,MHT-CET,32.18
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,NT3O,MHT-CET,30.46
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,NT1O,MHT-CET,37.6
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,TFWS,MHT-CET,60.15
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,PWDOPENH,MHT-CET,38.87
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,ORPHAN,MHT-CET,21.49
"Godavari College of Engineering, Jalgaon",Electronics & Telecommunication Engineering,AI,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Electrical Engineering,General,MHT-CET,50.63
"Godavari College of Engineering, Jalgaon",Electrical Engineering,OBC,MHT-CET,57.92
"Godavari College of Engineering, Jalgaon",Electrical Engineering,SC,MHT-CET,72.18
"Godavari College of Engineering, Jalgaon",Electrical Engineering,ST,MHT-CET,72.18
"Godavari College of Engineering, Jalgaon",Electrical Engineering,NT2O,MHT-CET,11.39
"Godavari College of Engineering, Jalgaon",Electrical Engineering,NT3O,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Electrical Engineering,NT1O,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Electrical Engineering,TFWS,MHT-CET,69.76
"Godavari College of Engineering, Jalgaon",Electrical Engineering,PWDOPENH,MHT-CET,20.73
"Godavari College of Engineering, Jalgaon",Electrical Engineering,ORPHAN,MHT-CET,55.88
"Godavari College of Engineering, Jalgaon",Electrical Engineering,AI,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,General,MHT-CET,20.73
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,OBC,MHT-CET,4.7
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,SC,MHT-CET,12.61
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,ST,MHT-CET,27.66
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,NT2O,MHT-CET,11.39
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,NT3O,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,NT1O,MHT-CET,18.7
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,TFWS,MHT-CET,69.76
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,PWDOPENH,MHT-CET,20.73
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,ORPHAN,MHT-CET,55.88
"Godavari College of Engineering, Jalgaon",Mechanical Engineering,AI,MHT-CET,18.7
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Computer Science Engineering,General,MHT-CET,65.55
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Computer Science Engineering,OBC,MHT-CET,41.84
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Computer Science Engineering,SC,MHT-CET,8.06
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Computer Science Engineering,ST,MHT-CET,45.34
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Computer Science Engineering,NT2O,MHT-CET,43.12
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Computer Science Engineering,NT3O,MHT-CET,18.7
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Computer Science Engineering,NT1O,MHT-CET,18.7
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Computer Science Engineering,TFWS,MHT-CET,52.99
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Computer Science Engineering,PWDOPENH,MHT-CET,45.58
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Computer Science Engineering,ORPHAN,MHT-CET,55.88
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Artificial Intelligence & Data Science,General,MHT-CET,60.5
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Artificial Intelligence & Data Science,OBC,MHT-CET,41.84
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Artificial Intelligence & Data Science,SC,MHT-CET,23.99
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Artificial Intelligence & Data Science,ST,MHT-CET,43.53
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Artificial Intelligence & Data Science,NT2O,MHT-CET,11.39
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Artificial Intelligence & Data Science,NT3O,MHT-CET,18.7
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Artificial Intelligence & Data Science,NT1O,MHT-CET,20.94
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Artificial Intelligence & Data Science,TFWS,MHT-CET,64.65
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Artificial Intelligence & Data Science,PWDOPENH,MHT-CET,40.11
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Artificial Intelligence & Data Science,ORPHAN,MHT-CET,55.88
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electronics & Telecommunication Engineering,General,MHT-CET,54.36
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electronics & Telecommunication Engineering,OBC,MHT-CET,30.46
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electronics & Telecommunication Engineering,SC,MHT-CET,22.06
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electronics & Telecommunication Engineering,ST,MHT-CET,28.09
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electronics & Telecommunication Engineering,NT2O,MHT-CET,32.18
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electronics & Telecommunication Engineering,NT3O,MHT-CET,30.46
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electronics & Telecommunication Engineering,NT1O,MHT-CET,37.6
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electronics & Telecommunication Engineering,TFWS,MHT-CET,60.15
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electronics & Telecommunication Engineering,PWDOPENH,MHT-CET,38.87
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electronics & Telecommunication Engineering,ORPHAN,MHT-CET,21.49
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electrical Engineering,General,MHT-CET,50.63
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electrical Engineering,OBC,MHT-CET,57.92
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electrical Engineering,SC,MHT-CET,72.18
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electrical Engineering,ST,MHT-CET,72.18
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electrical Engineering,NT2O,MHT-CET,11.39
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electrical Engineering,NT3O,MHT-CET,18.7
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electrical Engineering,NT1O,MHT-CET,18.7
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electrical Engineering,TFWS,MHT-CET,69.76
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electrical Engineering,PWDOPENH,MHT-CET,20.73
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Electrical Engineering,ORPHAN,MHT-CET,55.88
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Mechanical Engineering,General,MHT-CET,20.73
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Mechanical Engineering,OBC,MHT-CET,4.7
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Mechanical Engineering,SC,MHT-CET,12.61
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Mechanical Engineering,ST,MHT-CET,27.66
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Mechanical Engineering,NT2O,MHT-CET,11.39
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Mechanical Engineering,NT3O,MHT-CET,18.7
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Mechanical Engineering,NT1O,MHT-CET,18.7
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Mechanical Engineering,TFWS,MHT-CET,69.76
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Mechanical Engineering,PWDOPENH,MHT-CET,20.73
"Jawaharlal Nehru Engineering College (JNEC), Aurangabad",Mechanical Engineering,ORPHAN,MHT-CET,55.88
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Computer Engineering,General,MHT-CET,74.68
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Computer Engineering,OBC,MHT-CET,67.84
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Computer Engineering,SC,MHT-CET,55.88
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Computer Engineering,EWS,MHT-CET,55.23
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Electronics & Telecommunication,General,MHT-CET,67.84
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Electronics & Telecommunication,OBC,MHT-CET,52.09
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Electronics & Telecommunication,SC,MHT-CET,42.22
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Electronics & Telecommunication,EWS,MHT-CET,35.67
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Mechanical Engineering,General,MHT-CET,57.33
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Mechanical Engineering,OBC,MHT-CET,33.56
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Mechanical Engineering,SC,MHT-CET,30.63
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Mechanical Engineering,EWS,MHT-CET,27.77
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Civil Engineering,General,MHT-CET,55.23
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Civil Engineering,OBC,MHT-CET,35.67
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Civil Engineering,SC,MHT-CET,33.79
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule",Civil Engineering,EWS,MHT-CET,30.42
"Sahyadri Valley College of Engineering and Technology, Pune",Computer Engineering,General,MHT-CET,84.34
"Sahyadri Valley College of Engineering and Technology, Pune",Computer Engineering,OBC,MHT-CET,78.81
"Sahyadri Valley College of Engineering and Technology, Pune",Computer Engineering,SC,MHT-CET,76.14
"Sahyadri Valley College of Engineering and Technology, Pune",Computer Engineering,NT,MHT-CET,73.8
"Sahyadri Valley College of Engineering and Technology, Pune",Computer Engineering,TFWS,MHT-CET,80.97
"Sahyadri Valley College of Engineering and Technology, Pune",AI & Data Science,General,MHT-CET,78.45
"Sahyadri Valley College of Engineering and Technology, Pune",AI & Data Science,OBC,MHT-CET,70.62
"Sahyadri Valley College of Engineering and Technology, Pune",AI & Data Science,SC,MHT-CET,71.71
"Sahyadri Valley College of Engineering and Technology, Pune",AI & Data Science,NT,MHT-CET,70.87
"Sahyadri Valley College of Engineering and Technology, Pune",AI & Data Science,TFWS,MHT-CET,76.13
"Sahyadri Valley College of Engineering and Technology, Pune",AI & Machine Learning,General,MHT-CET,68.72
"Sahyadri Valley College of Engineering and Technology, Pune",AI & Machine Learning,OBC,MHT-CET,70.62
"Sahyadri Valley College of Engineering and Technology, Pune",AI & Machine Learning,SC,MHT-CET,71.4
"Sahyadri Valley College of Engineering and Technology, Pune",AI & Machine Learning,NT,MHT-CET,70.87
"Sahyadri Valley College of Engineering and Technology, Pune",AI & Machine Learning,TFWS,MHT-CET,76.13
"Sahyadri Valley College of Engineering and Technology, Pune",Electronics & Telecommunication Engg.,General,MHT-CET,67.84
"Sahyadri Valley College of Engineering and Technology, Pune",Electronics & Telecommunication Engg.,OBC,MHT-CET,52.09
"Sahyadri Valley College of Engineering and Technology, Pune",Electronics & Telecommunication Engg.,SC,MHT-CET,42.22
"Sahyadri Valley College of Engineering and Technology, Pune",Mechanical Engineering,General,MHT-CET,57.33
"Sahyadri Valley College of Engineering and Technology, Pune",Mechanical Engineering,OBC,MHT-CET,33.56
"Sahyadri Valley College of Engineering and Technology, Pune",Mechanical Engineering,SC,MHT-CET,30.63
"Sahyadri Valley College of Engineering and Technology, Pune",Civil Engineering,General,MHT-CET,55.23
"Sahyadri Valley College of Engineering and Technology, Pune",Civil Engineering,OBC,MHT-CET,35.67
"Sahyadri Valley College of Engineering and Technology, Pune",Civil Engineering,SC,MHT-CET,33.79
"Bajaj Institute of Technology, Wardha",Computer Engineering,General,MHT-CET,84.49
"Bajaj Institute of Technology, Wardha",Computer Engineering,OBC,MHT-CET,69.04
"Bajaj Institute of Technology, Wardha",Computer Engineering,SC,MHT-CET,59.01
"Bajaj Institute of Technology, Wardha",Computer Engineering,NT,MHT-CET,5.22
"Bajaj Institute of Technology, Wardha",Computer Engineering,TFWS,MHT-CET,87.65
"Bajaj Institute of Technology, Wardha",Electrical Engineering,General,MHT-CET,75.52
"Bajaj Institute of Technology, Wardha",Electrical Engineering,OBC,MHT-CET,3.11
"Bajaj Institute of Technology, Wardha",Electrical Engineering,SC,MHT-CET,15.17
"Bajaj Institute of Technology, Wardha",Electrical Engineering,NT,MHT-CET,10.98
"Bajaj Institute of Technology, Wardha",Electrical Engineering,TFWS,MHT-CET,74.65
"Bajaj Institute of Technology, Wardha",Mechanical Engineering,General,MHT-CET,65.55
"Bajaj Institute of Technology, Wardha",Mechanical Engineering,OBC,MHT-CET,18.17
